instrument_name,strike_price,expiry_date,side,bid/ask,margin_required,premium_earned
NIFTY,25250,21-Nov-2024,PE,0.0,1950,0.0
NIFTY,25250,21-Nov-2024,CE,107.0,2300,8025.0
NIFTY,25250,28-Nov-2024,PE,909.3,1950,68197.5
NIFTY,25250,28-Nov-2024,CE,82.9,2300,6217.5
NIFTY,25250,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25250,26-Dec-2024,PE,0.0,1950,0.0
NIFTY,25250,26-Dec-2024,CE,264.75,2300,19856.25
NIFTY,25300,07-Nov-2024,PE,1022.95,1950,76721.25
NIFTY,25300,07-Nov-2024,CE,2.3,2300,172.5
NIFTY,25300,14-Nov-2024,PE,827.25,1950,62043.75
NIFTY,25300,14-Nov-2024,CE,17.35,2300,1301.25
NIFTY,25300,21-Nov-2024,PE,816.75,1950,61256.25
NIFTY,25300,21-Nov-2024,CE,43.7,2300,3277.5
NIFTY,25300,28-Nov-2024,PE,972.0,1950,72900.0
NIFTY,25300,28-Nov-2024,CE,71.8,2300,5385.0
NIFTY,25300,05-Dec-2024,CE,120.65,2300,9048.75
NIFTY,25300,26-Dec-2024,PE,869.9,1950,65242.5
NIFTY,25300,26-Dec-2024,CE,221.0,2300,16575.0
NIFTY,25300,30-Jan-2025,CE,435.65,2300,32673.75
NIFTY,25350,07-Nov-2024,PE,1033.6,1950,77520.0
NIFTY,25350,07-Nov-2024,CE,2.15,2300,161.25
NIFTY,25350,14-Nov-2024,PE,876.35,1950,65726.25
NIFTY,25350,14-Nov-2024,CE,14.2,2300,1065.0
NIFTY,25350,21-Nov-2024,PE,0.0,1950,0.0
NIFTY,25350,21-Nov-2024,CE,40.0,2300,3000.0
NIFTY,25350,28-Nov-2024,PE,1017.9,1950,76342.5
NIFTY,25350,28-Nov-2024,CE,65.85,2300,4938.75
NIFTY,25350,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25350,26-Dec-2024,PE,896.0,1950,67200.0
NIFTY,25350,26-Dec-2024,CE,230.1,2300,17257.5
NIFTY,25400,07-Nov-2024,PE,1118.35,1950,83876.25
NIFTY,25400,07-Nov-2024,CE,1.7,2300,127.5
NIFTY,25400,14-Nov-2024,PE,919.5,1950,68962.5
NIFTY,25400,14-Nov-2024,CE,12.6,2300,945.0
NIFTY,25400,21-Nov-2024,PE,907.95,1950,68096.25
NIFTY,25400,21-Nov-2024,CE,36.05,2300,2703.75
NIFTY,25400,28-Nov-2024,PE,1047.9,1950,78592.5
NIFTY,25400,28-Nov-2024,CE,57.65,2300,4323.75
NIFTY,25400,05-Dec-2024,CE,113.7,2300,8527.5
NIFTY,25400,26-Dec-2024,PE,937.8,1950,70335.0
NIFTY,25400,26-Dec-2024,CE,197.25,2300,14793.75
NIFTY,25400,30-Jan-2025,CE,392.85,2300,29463.75
NIFTY,25450,07-Nov-2024,PE,1164.75,1950,87356.25
NIFTY,25450,07-Nov-2024,CE,1.85,2300,138.75
NIFTY,25450,14-Nov-2024,PE,974.95,1950,73121.25
NIFTY,25450,14-Nov-2024,CE,11.5,2300,862.5
NIFTY,25450,21-Nov-2024,PE,953.55,1950,71516.25
NIFTY,25450,21-Nov-2024,CE,0.0,2300,0.0
NIFTY,25450,28-Nov-2024,PE,1090.3,1950,81772.5
NIFTY,25450,28-Nov-2024,CE,51.95,2300,3896.25
NIFTY,25450,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25450,26-Dec-2024,PE,878.4,1950,65880.0
NIFTY,25450,26-Dec-2024,CE,296.7,2300,22252.5
NIFTY,25500,07-Nov-2024,PE,1220.15,1950,91511.25
NIFTY,25500,07-Nov-2024,CE,1.7,2300,127.5
NIFTY,25500,14-Nov-2024,PE,1040.25,1950,78018.75
NIFTY,25500,14-Nov-2024,CE,9.65,2300,723.75
NIFTY,25500,21-Nov-2024,PE,999.15,1950,74936.25
NIFTY,25500,21-Nov-2024,CE,24.5,2300,1837.5
NIFTY,25500,28-Nov-2024,PE,1155.0,1950,86625.0
NIFTY,25500,28-Nov-2024,CE,46.4,2300,3480.0
NIFTY,25500,05-Dec-2024,CE,84.95,2300,6371.25
NIFTY,25500,26-Dec-2024,PE,1114.95,1950,83621.25
NIFTY,25500,26-Dec-2024,CE,170.0,2300,12750.0
NIFTY,25500,30-Jan-2025,PE,0.0,1950,0.0
NIFTY,25500,30-Jan-2025,CE,350.0,2300,26250.0
NIFTY,25550,07-Nov-2024,PE,1219.95,1950,91496.25
NIFTY,25550,07-Nov-2024,CE,1.6,2300,120.0
NIFTY,25550,14-Nov-2024,PE,1082.8,1950,81210.0
NIFTY,25550,14-Nov-2024,CE,8.5,2300,637.5
NIFTY,25550,21-Nov-2024,PE,1044.75,1950,78356.25
NIFTY,25550,21-Nov-2024,CE,37.0,2300,2775.0
NIFTY,25550,28-Nov-2024,PE,1086.6,1950,81495.0
NIFTY,25550,28-Nov-2024,CE,42.45,2300,3183.75
NIFTY,25550,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25550,26-Dec-2024,PE,949.6,1950,71220.0
NIFTY,25550,26-Dec-2024,CE,164.4,2300,12330.0
NIFTY,25600,07-Nov-2024,PE,1271.15,1950,95336.25
NIFTY,25600,07-Nov-2024,CE,1.6,2300,120.0
NIFTY,25600,14-Nov-2024,PE,1112.2,1950,83415.0
NIFTY,25600,14-Nov-2024,CE,9.2,2300,690.0
NIFTY,25600,21-Nov-2024,PE,1090.35,1950,81776.25
NIFTY,25600,21-Nov-2024,CE,28.5,2300,2137.5
NIFTY,25600,28-Nov-2024,PE,1231.35,1950,92351.25
NIFTY,25600,28-Nov-2024,CE,36.45,2300,2733.75
NIFTY,25600,05-Dec-2024,CE,84.1,2300,6307.5
NIFTY,25600,26-Dec-2024,PE,999.75,1950,74981.25
NIFTY,25600,26-Dec-2024,CE,144.0,2300,10800.0
NIFTY,25600,30-Jan-2025,CE,345.0,2300,25875.0
NIFTY,25650,07-Nov-2024,PE,1320.15,1950,99011.25
NIFTY,25650,07-Nov-2024,CE,1.45,2300,108.75
NIFTY,25650,14-Nov-2024,PE,1162.6,1950,87195.0
NIFTY,25650,14-Nov-2024,CE,8.95,2300,671.25
NIFTY,25650,21-Nov-2024,PE,1135.95,1950,85196.25
NIFTY,25650,21-Nov-2024,CE,38.0,2300,2850.0
NIFTY,25650,28-Nov-2024,PE,1161.05,1950,87078.75
NIFTY,25650,28-Nov-2024,CE,36.5,2300,2737.5
NIFTY,25650,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25650,26-Dec-2024,PE,1024.55,1950,76841.25
NIFTY,25650,26-Dec-2024,CE,147.5,2300,11062.5
NIFTY,25650,30-Jan-2025,CE,590.0,2300,44250.0
NIFTY,25700,07-Nov-2024,PE,1422.0,1950,106650.0
NIFTY,25700,07-Nov-2024,CE,1.5,2300,112.5
NIFTY,25700,14-Nov-2024,PE,1206.4,1950,90480.0
NIFTY,25700,14-Nov-2024,CE,6.0,2300,450.0
NIFTY,25700,21-Nov-2024,PE,1181.55,1950,88616.25
NIFTY,25700,21-Nov-2024,CE,17.9,2300,1342.5
NIFTY,25700,28-Nov-2024,PE,1322.3,1950,99172.5
NIFTY,25700,28-Nov-2024,CE,29.0,2300,2175.0
NIFTY,25700,05-Dec-2024,CE,72.65,2300,5448.75
NIFTY,25700,26-Dec-2024,PE,1200.45,1950,90033.75
NIFTY,25700,26-Dec-2024,CE,120.0,2300,9000.0
NIFTY,25700,30-Jan-2025,CE,325.0,2300,24375.0
NIFTY,25750,07-Nov-2024,PE,1432.45,1950,107433.75
NIFTY,25750,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,25750,14-Nov-2024,PE,1251.7,1950,93877.5
NIFTY,25750,14-Nov-2024,CE,6.3,2300,472.5
NIFTY,25750,21-Nov-2024,PE,1227.15,1950,92036.25
NIFTY,25750,21-Nov-2024,CE,22.95,2300,1721.25
NIFTY,25750,28-Nov-2024,PE,1307.35,1950,98051.25
NIFTY,25750,28-Nov-2024,CE,25.75,2300,1931.25
NIFTY,25750,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25750,26-Dec-2024,PE,1070.0,1950,80250.0
NIFTY,25750,26-Dec-2024,CE,129.95,2300,9746.25
NIFTY,25750,30-Jan-2025,CE,345.0,2300,25875.0
NIFTY,25800,07-Nov-2024,PE,1519.15,1950,113936.25
NIFTY,25800,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,25800,14-Nov-2024,PE,1306.4,1950,97980.0
NIFTY,25800,14-Nov-2024,CE,5.0,2300,375.0
NIFTY,25800,21-Nov-2024,PE,1272.75,1950,95456.25
NIFTY,25800,21-Nov-2024,CE,20.0,2300,1500.0
NIFTY,25800,28-Nov-2024,PE,1415.9,1950,106192.5
NIFTY,25800,28-Nov-2024,CE,23.85,2300,1788.75
NIFTY,25800,05-Dec-2024,CE,63.4,2300,4755.0
NIFTY,25800,26-Dec-2024,PE,1319.3,1950,98947.5
NIFTY,25800,26-Dec-2024,CE,103.8,2300,7785.0
NIFTY,25800,30-Jan-2025,CE,305.0,2300,22875.0
NIFTY,25850,07-Nov-2024,PE,1552.9,1950,116467.5
NIFTY,25850,07-Nov-2024,CE,1.45,2300,108.75
NIFTY,25850,14-Nov-2024,PE,1347.2,1950,101040.0
NIFTY,25850,14-Nov-2024,CE,7.9,2300,592.5
NIFTY,25850,21-Nov-2024,PE,1318.35,1950,98876.25
NIFTY,25850,21-Nov-2024,CE,24.95,2300,1871.25
NIFTY,25850,28-Nov-2024,PE,1345.7,1950,100927.5
NIFTY,25850,28-Nov-2024,CE,22.05,2300,1653.75
NIFTY,25850,05-Dec-2024,CE,100.0,2300,7500.0
NIFTY,25850,26-Dec-2024,PE,1142.4,1950,85680.0
NIFTY,25850,26-Dec-2024,CE,0.0,2300,0.0
NIFTY,25850,30-Jan-2025,CE,250.0,2300,18750.0
NIFTY,25900,07-Nov-2024,PE,1586.75,1950,119006.25
NIFTY,25900,07-Nov-2024,CE,1.35,2300,101.25
NIFTY,25900,14-Nov-2024,PE,1394.35,1950,104576.25
NIFTY,25900,14-Nov-2024,CE,4.4,2300,330.0
NIFTY,25900,21-Nov-2024,PE,1363.95,1950,102296.25
NIFTY,25900,21-Nov-2024,CE,12.95,2300,971.25
NIFTY,25900,28-Nov-2024,PE,1507.25,1950,113043.75
NIFTY,25900,28-Nov-2024,CE,20.25,2300,1518.75
NIFTY,25900,05-Dec-2024,CE,53.85,2300,4038.75
NIFTY,25900,26-Dec-2024,PE,1399.9,1950,104992.5
NIFTY,25900,26-Dec-2024,CE,90.0,2300,6750.0
NIFTY,25900,30-Jan-2025,CE,274.0,2300,20550.0
NIFTY,25950,07-Nov-2024,PE,1611.3,1950,120847.5
NIFTY,25950,07-Nov-2024,CE,1.45,2300,108.75
NIFTY,25950,14-Nov-2024,PE,1432.05,1950,107403.75
NIFTY,25950,14-Nov-2024,CE,5.75,2300,431.25
NIFTY,25950,21-Nov-2024,PE,1409.55,1950,105716.25
NIFTY,25950,21-Nov-2024,CE,19.95,2300,1496.25
NIFTY,25950,28-Nov-2024,PE,1423.55,1950,106766.25
NIFTY,25950,28-Nov-2024,CE,18.35,2300,1376.25
NIFTY,25950,05-Dec-2024,CE,55.0,2300,4125.0
NIFTY,25950,26-Dec-2024,PE,1312.5,1950,98437.5
NIFTY,25950,26-Dec-2024,CE,125.0,2300,9375.0
NIFTY,25950,30-Jan-2025,CE,191.3,2300,14347.5
NIFTY,26000,07-Nov-2024,PE,1718.05,1950,128853.75
NIFTY,26000,07-Nov-2024,CE,1.3,2300,97.5
NIFTY,26000,14-Nov-2024,PE,1520.5,1950,114037.5
NIFTY,26000,14-Nov-2024,CE,3.9,2300,292.5
NIFTY,26000,21-Nov-2024,PE,1455.75,1950,109181.25
NIFTY,26000,21-Nov-2024,CE,11.05,2300,828.75
NIFTY,26000,28-Nov-2024,PE,1616.55,1950,121241.25
NIFTY,26000,28-Nov-2024,CE,16.35,2300,1226.25
NIFTY,26000,05-Dec-2024,CE,36.35,2300,2726.25
NIFTY,26000,26-Dec-2024,PE,1520.0,1950,114000.0
NIFTY,26000,26-Dec-2024,CE,80.0,2300,6000.0
NIFTY,26000,27-Mar-2025,PE,1392.0,1950,104400.0
NIFTY,26000,27-Mar-2025,CE,394.0,2300,29550.0
NIFTY,26000,26-Jun-2025,PE,1384.3,1950,103822.5
NIFTY,26000,26-Jun-2025,CE,749.95,2300,56246.25
NIFTY,26000,25-Sep-2025,PE,1034.0,1950,77550.0
NIFTY,26000,25-Sep-2025,CE,0.0,2300,0.0
NIFTY,26000,24-Dec-2025,PE,1407.15,1950,105536.25
NIFTY,26000,24-Dec-2025,CE,1594.95,2300,119621.25
NIFTY,26000,25-Jun-2026,PE,908.0,1950,68100.0
NIFTY,26000,25-Jun-2026,CE,2100.0,2300,157500.0
NIFTY,26000,31-Dec-2026,PE,829.0,1950,62175.0
NIFTY,26000,24-Jun-2027,PE,760.0,1950,57000.0
NIFTY,26000,30-Dec-2027,PE,692.0,1950,51900.0
NIFTY,26000,29-Jun-2028,PE,633.0,1950,47475.0
NIFTY,26000,28-Dec-2028,PE,578.0,1950,43350.0
NIFTY,26000,28-Jun-2029,PE,528.0,1950,39600.0
NIFTY,26050,07-Nov-2024,PE,1724.6,1950,129345.0
NIFTY,26050,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26050,14-Nov-2024,PE,1481.6,1950,111120.0
NIFTY,26050,14-Nov-2024,CE,6.2,2300,465.0
NIFTY,26050,21-Nov-2024,PE,1500.75,1950,112556.25
NIFTY,26050,21-Nov-2024,CE,11.5,2300,862.5
NIFTY,26050,28-Nov-2024,PE,1590.85,1950,119313.75
NIFTY,26050,28-Nov-2024,CE,15.95,2300,1196.25
NIFTY,26050,05-Dec-2024,CE,50.0,2300,3750.0
NIFTY,26050,26-Dec-2024,PE,1398.25,1950,104868.75
NIFTY,26050,26-Dec-2024,CE,79.6,2300,5970.0
NIFTY,26100,07-Nov-2024,PE,1784.4,1950,133830.0
NIFTY,26100,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26100,14-Nov-2024,PE,1560.95,1950,117071.25
NIFTY,26100,14-Nov-2024,CE,4.35,2300,326.25
NIFTY,26100,21-Nov-2024,PE,1546.35,1950,115976.25
NIFTY,26100,21-Nov-2024,CE,10.45,2300,783.75
NIFTY,26100,28-Nov-2024,PE,1699.55,1950,127466.25
NIFTY,26100,28-Nov-2024,CE,14.65,2300,1098.75
NIFTY,26100,05-Dec-2024,CE,30.0,2300,2250.0
NIFTY,26100,26-Dec-2024,PE,1441.5,1950,108112.5
NIFTY,26100,26-Dec-2024,CE,71.95,2300,5396.25
NIFTY,26150,07-Nov-2024,PE,1811.75,1950,135881.25
NIFTY,26150,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26150,14-Nov-2024,PE,1571.0,1950,117825.0
NIFTY,26150,14-Nov-2024,CE,5.5,2300,412.5
NIFTY,26150,21-Nov-2024,PE,1591.95,1950,119396.25
NIFTY,26150,21-Nov-2024,CE,14.85,2300,1113.75
NIFTY,26150,28-Nov-2024,PE,1608.9,1950,120667.5
NIFTY,26150,28-Nov-2024,CE,18.3,2300,1372.5
NIFTY,26150,05-Dec-2024,CE,42.9,2300,3217.5
NIFTY,26150,26-Dec-2024,PE,1479.75,1950,110981.25
NIFTY,26150,26-Dec-2024,CE,0.0,2300,0.0
NIFTY,26200,07-Nov-2024,PE,1890.05,1950,141753.75
NIFTY,26200,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26200,14-Nov-2024,PE,1648.4,1950,123630.0
NIFTY,26200,14-Nov-2024,CE,4.2,2300,315.0
NIFTY,26200,21-Nov-2024,PE,1637.55,1950,122816.25
NIFTY,26200,21-Nov-2024,CE,8.4,2300,630.0
NIFTY,26200,28-Nov-2024,PE,1796.85,1950,134763.75
NIFTY,26200,28-Nov-2024,CE,12.9,2300,967.5
NIFTY,26200,05-Dec-2024,CE,30.0,2300,2250.0
NIFTY,26200,26-Dec-2024,PE,1653.2,1950,123990.0
NIFTY,26200,26-Dec-2024,CE,57.7,2300,4327.5
NIFTY,26250,07-Nov-2024,PE,1903.95,1950,142796.25
NIFTY,26250,07-Nov-2024,CE,1.35,2300,101.25
NIFTY,26250,14-Nov-2024,PE,1699.2,1950,127440.0
NIFTY,26250,14-Nov-2024,CE,4.85,2300,363.75
NIFTY,26250,21-Nov-2024,PE,1683.15,1950,126236.25
NIFTY,26250,21-Nov-2024,CE,12.9,2300,967.5
NIFTY,26250,28-Nov-2024,PE,1722.45,1950,129183.75
NIFTY,26250,28-Nov-2024,CE,16.6,2300,1245.0
NIFTY,26250,26-Dec-2024,PE,1561.6,1950,117120.0
NIFTY,26250,26-Dec-2024,CE,60.0,2300,4500.0
NIFTY,26300,07-Nov-2024,PE,2010.85,1950,150813.75
NIFTY,26300,07-Nov-2024,CE,1.45,2300,108.75
NIFTY,26300,14-Nov-2024,PE,1745.0,1950,130875.0
NIFTY,26300,14-Nov-2024,CE,3.4,2300,255.0
NIFTY,26300,21-Nov-2024,PE,1728.75,1950,129656.25
NIFTY,26300,21-Nov-2024,CE,11.95,2300,896.25
NIFTY,26300,28-Nov-2024,PE,1887.9,1950,141592.5
NIFTY,26300,28-Nov-2024,CE,11.0,2300,825.0
NIFTY,26300,26-Dec-2024,PE,1673.3,1950,125497.5
NIFTY,26300,26-Dec-2024,CE,49.15,2300,3686.25
NIFTY,26350,07-Nov-2024,PE,2018.05,1950,151353.75
NIFTY,26350,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26350,14-Nov-2024,PE,1817.2,1950,136290.0
NIFTY,26350,14-Nov-2024,CE,8.0,2300,600.0
NIFTY,26350,21-Nov-2024,PE,1774.35,1950,133076.25
NIFTY,26350,21-Nov-2024,CE,11.95,2300,896.25
NIFTY,26350,28-Nov-2024,PE,1795.95,1950,134696.25
NIFTY,26350,28-Nov-2024,CE,17.85,2300,1338.75
NIFTY,26350,26-Dec-2024,PE,1647.6,1950,123570.0
NIFTY,26350,26-Dec-2024,CE,75.25,2300,5643.75
NIFTY,26400,07-Nov-2024,PE,2066.15,1950,154961.25
NIFTY,26400,07-Nov-2024,CE,1.45,2300,108.75
NIFTY,26400,14-Nov-2024,PE,1788.2,1950,134115.0
NIFTY,26400,14-Nov-2024,CE,3.4,2300,255.0
NIFTY,26400,21-Nov-2024,PE,1819.95,1950,136496.25
NIFTY,26400,21-Nov-2024,CE,11.95,2300,896.25
NIFTY,26400,28-Nov-2024,PE,1988.9,1950,149167.5
NIFTY,26400,28-Nov-2024,CE,12.05,2300,903.75
NIFTY,26400,26-Dec-2024,PE,1791.85,1950,134388.75
NIFTY,26400,26-Dec-2024,CE,46.5,2300,3487.5
NIFTY,26450,07-Nov-2024,PE,2101.75,1950,157631.25
NIFTY,26450,07-Nov-2024,CE,1.35,2300,101.25
NIFTY,26450,14-Nov-2024,PE,1874.05,1950,140553.75
NIFTY,26450,14-Nov-2024,CE,5.45,2300,408.75
NIFTY,26450,21-Nov-2024,PE,1865.9,1950,139942.5
NIFTY,26450,21-Nov-2024,CE,11.95,2300,896.25
NIFTY,26450,28-Nov-2024,PE,1889.2,1950,141690.0
NIFTY,26450,28-Nov-2024,CE,11.95,2300,896.25
NIFTY,26450,26-Dec-2024,PE,1797.75,1950,134831.25
NIFTY,26450,26-Dec-2024,CE,0.0,2300,0.0
NIFTY,26500,07-Nov-2024,PE,2162.25,1950,162168.75
NIFTY,26500,07-Nov-2024,CE,1.2,2300,90.0
NIFTY,26500,14-Nov-2024,PE,1958.1,1950,146857.5
NIFTY,26500,14-Nov-2024,CE,3.0,2300,225.0
NIFTY,26500,21-Nov-2024,PE,1911.15,1950,143336.25
NIFTY,26500,21-Nov-2024,CE,7.0,2300,525.0
NIFTY,26500,28-Nov-2024,PE,2102.5,1950,157687.5
NIFTY,26500,28-Nov-2024,CE,9.7,2300,727.5
NIFTY,26500,26-Dec-2024,PE,1951.2,1950,146340.0
NIFTY,26500,26-Dec-2024,CE,37.15,2300,2786.25
NIFTY,26550,07-Nov-2024,PE,2199.2,1950,164940.0
NIFTY,26550,07-Nov-2024,CE,1.35,2300,101.25
NIFTY,26550,14-Nov-2024,PE,1919.6,1950,143970.0
NIFTY,26550,14-Nov-2024,CE,4.7,2300,352.5
NIFTY,26550,21-Nov-2024,PE,1956.75,1950,146756.25
NIFTY,26550,21-Nov-2024,CE,8.95,2300,671.25
NIFTY,26550,28-Nov-2024,PE,1986.3,1950,148972.5
NIFTY,26550,28-Nov-2024,CE,14.7,2300,1102.5
NIFTY,26550,26-Dec-2024,PE,1882.9,1950,141217.5
NIFTY,26550,26-Dec-2024,CE,88.0,2300,6600.0
NIFTY,26600,07-Nov-2024,PE,2254.9,1950,169117.5
NIFTY,26600,07-Nov-2024,CE,1.35,2300,101.25
NIFTY,26600,14-Nov-2024,PE,1998.85,1950,149913.75
NIFTY,26600,14-Nov-2024,CE,3.3,2300,247.5
NIFTY,26600,21-Nov-2024,PE,2002.35,1950,150176.25
NIFTY,26600,21-Nov-2024,CE,8.0,2300,600.0
NIFTY,26600,28-Nov-2024,PE,2157.5,1950,161812.5
NIFTY,26600,28-Nov-2024,CE,10.6,2300,795.0
NIFTY,26600,26-Dec-2024,PE,1923.5,1950,144262.5
NIFTY,26600,26-Dec-2024,CE,58.0,2300,4350.0
NIFTY,26650,07-Nov-2024,PE,2306.2,1950,172965.0
NIFTY,26650,07-Nov-2024,CE,1.4,2300,105.0
NIFTY,26650,14-Nov-2024,PE,2044.1,1950,153307.5
NIFTY,26650,14-Nov-2024,CE,4.0,2300,300.0
NIFTY,26650,28-Nov-2024,PE,2189.5,1950,164212.5
NIFTY,26650,28-Nov-2024,CE,14.0,2300,1050.0
NIFTY,26650,26-Dec-2024,PE,1968.8,1950,147660.0
NIFTY,26650,26-Dec-2024,CE,48.0,2300,3600.0
NIFTY,26700,07-Nov-2024,PE,2363.65,1950,177273.75
NIFTY,26700,07-Nov-2024,CE,1.3,2300,97.5
NIFTY,26700,14-Nov-2024,PE,2081.95,1950,156146.25
NIFTY,26700,14-Nov-2024,CE,3.15,2300,236.25
NIFTY,26700,28-Nov-2024,PE,2257.75,1950,169331.25
NIFTY,26700,28-Nov-2024,CE,9.9,2300,742.5
NIFTY,26700,26-Dec-2024,PE,2062.9,1950,154717.5
NIFTY,26700,26-Dec-2024,CE,43.95,2300,3296.25
NIFTY,26750,07-Nov-2024,PE,2407.9,1950,180592.5
NIFTY,26750,07-Nov-2024,CE,1.3,2300,97.5
NIFTY,26750,14-Nov-2024,PE,2131.8,1950,159885.0
NIFTY,26750,14-Nov-2024,CE,4.0,2300,300.0
NIFTY,26750,28-Nov-2024,PE,2239.6,1950,167970.0
NIFTY,26750,28-Nov-2024,CE,12.95,2300,971.25
NIFTY,26750,26-Dec-2024,PE,2056.05,1950,154203.75
NIFTY,26750,26-Dec-2024,CE,48.0,2300,3600.0
NIFTY,26800,07-Nov-2024,PE,2515.4,1950,188655.0
NIFTY,26800,07-Nov-2024,CE,1.3,2300,97.5
NIFTY,26800,14-Nov-2024,PE,2136.45,1950,160233.75
NIFTY,26800,14-Nov-2024,CE,3.45,2300,258.75
NIFTY,26800,28-Nov-2024,PE,2364.85,1950,177363.75
NIFTY,26800,28-Nov-2024,CE,9.0,2300,675.0
NIFTY,26800,26-Dec-2024,PE,2157.1,1950,161782.5
NIFTY,26800,26-Dec-2024,CE,28.95,2300,2171.25
NIFTY,26850,07-Nov-2024,PE,2545.85,1950,190938.75
NIFTY,26850,07-Nov-2024,CE,1.3,2300,97.5
NIFTY,26850,14-Nov-2024,PE,2225.25,1950,166893.75
NIFTY,26850,14-Nov-2024,CE,3.0,2300,225.0
NIFTY,26850,28-Nov-2024,PE,2405.1,1950,180382.5
NIFTY,26850,28-Nov-2024,CE,9.0,2300,675.0
NIFTY,26850,26-Dec-2024,PE,2144.5,1950,160837.5
NIFTY,26850,26-Dec-2024,CE,58.0,2300,4350.0
NIFTY,26900,07-Nov-2024,PE,2591.15,1950,194336.25
NIFTY,26900,07-Nov-2024,CE,1.25,2300,93.75
NIFTY,26900,14-Nov-2024,PE,2261.75,1950,169631.25
NIFTY,26900,14-Nov-2024,CE,2.85,2300,213.75
NIFTY,26900,28-Nov-2024,PE,2481.8,1950,186135.0
NIFTY,26900,28-Nov-2024,CE,7.5,2300,562.5
NIFTY,26900,26-Dec-2024,PE,2186.25,1950,163968.75
NIFTY,26900,26-Dec-2024,CE,34.65,2300,2598.75
NIFTY,26950,07-Nov-2024,PE,2616.0,1950,196200.0
NIFTY,26950,07-Nov-2024,CE,1.2,2300,90.0
NIFTY,26950,28-Nov-2024,PE,2476.75,1950,185756.25
NIFTY,26950,28-Nov-2024,CE,11.95,2300,896.25
NIFTY,26950,26-Dec-2024,PE,2233.25,1950,167493.75
NIFTY,26950,26-Dec-2024,CE,58.0,2300,4350.0
NIFTY,27000,07-Nov-2024,PE,2715.0,1950,203625.0
NIFTY,27000,07-Nov-2024,CE,1.1,2300,82.5
NIFTY,27000,28-Nov-2024,PE,2598.3,1950,194872.5
NIFTY,27000,28-Nov-2024,CE,8.15,2300,611.25
NIFTY,27000,26-Dec-2024,PE,2441.35,1950,183101.25
NIFTY,27000,26-Dec-2024,CE,24.65,2300,1848.75
NIFTY,27000,27-Mar-2025,PE,2106.0,1950,157950.0
NIFTY,27000,27-Mar-2025,CE,158.45,2300,11883.75
NIFTY,27000,26-Jun-2025,PE,1911.3,1950,143347.5
NIFTY,27000,26-Jun-2025,CE,403.95,2300,30296.25
NIFTY,27000,25-Sep-2025,PE,1468.0,1950,110100.0
NIFTY,27000,25-Sep-2025,CE,0.0,2300,0.0
NIFTY,27000,24-Dec-2025,PE,1870.8,1950,140310.0
NIFTY,27000,24-Dec-2025,CE,1140.0,2300,85500.0
NIFTY,27000,25-Jun-2026,PE,1235.0,1950,92625.0
NIFTY,27000,25-Jun-2026,CE,0.0,2300,0.0
NIFTY,27000,31-Dec-2026,PE,1106.0,1950,82950.0
NIFTY,27000,24-Jun-2027,PE,1002.0,1950,75150.0
NIFTY,27000,30-Dec-2027,PE,903.0,1950,67725.0
NIFTY,27000,29-Jun-2028,PE,818.0,1950,61350.0
NIFTY,27000,28-Dec-2028,PE,742.0,1950,55650.0
NIFTY,27000,28-Jun-2029,PE,674.0,1950,50550.0
NIFTY,27050,28-Nov-2024,PE,2371.85,1950,177888.75
NIFTY,27050,28-Nov-2024,CE,11.2,2300,840.0
NIFTY,27050,26-Dec-2024,PE,2322.8,1950,174210.0
NIFTY,27050,26-Dec-2024,CE,30.55,2300,2291.25
NIFTY,27100,28-Nov-2024,PE,2617.75,1950,196331.25
NIFTY,27100,28-Nov-2024,CE,11.0,2300,825.0
NIFTY,27100,26-Dec-2024,PE,2364.95,1950,177371.25
NIFTY,27100,26-Dec-2024,CE,45.0,2300,3375.0
NIFTY,27150,28-Nov-2024,PE,2619.7,1950,196477.5
NIFTY,27150,28-Nov-2024,CE,14.0,2300,1050.0
NIFTY,27150,26-Dec-2024,PE,2412.45,1950,180933.75
NIFTY,27150,26-Dec-2024,CE,45.0,2300,3375.0
NIFTY,27200,28-Nov-2024,PE,2712.65,1950,203448.75
NIFTY,27200,28-Nov-2024,CE,8.4,2300,630.0
NIFTY,27200,26-Dec-2024,PE,2457.25,1950,184293.75
NIFTY,27200,26-Dec-2024,CE,25.0,2300,1875.0
NIFTY,27250,28-Nov-2024,PE,2717.85,1950,203838.75
NIFTY,27250,28-Nov-2024,CE,12.0,2300,900.0
NIFTY,27250,26-Dec-2024,PE,2502.55,1950,187691.25
NIFTY,27250,26-Dec-2024,CE,45.0,2300,3375.0
NIFTY,27300,28-Nov-2024,PE,2807.7,1950,210577.5
